loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose
2000,2000,2000,36 months,0.0819,62.85,A,A4,Laborer,4 years,MORTGAGE,100000,Not Verified,Dec-18,Current,n,credit_card
1000,1000,1000,36 months,0.3075,42.87,F,F5,,n/a,MORTGAGE,50000,Verified,Dec-18,Current,n,other
9000,9000,8975,36 months,0.0646,275.68,A,A1,Driver,10+ years,MORTGAGE,35000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.1356,679.29,C,C1,Lead Transportation Security Officer,10+ years,MORTGAGE,98500,Source Verified,Dec-18,Current,n,debt_consolidation
34625,34625,34625,60 months,0.1614,844.6,C,C4,Vice President,10+ years,MORTGAGE,137500,Source Verified,Dec-18,Current,n,debt_consolidation
29450,29450,29450,36 months,0.0819,925.44,A,A4,General Manager,10+ years,MORTGAGE,161000,Source Verified,Dec-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.1298,269.48,B,B5,Controller,4 years,MORTGAGE,95000,Source Verified,Dec-18,Current,n,credit_card
30000,30000,30000,60 months,0.1797,761.32,D,D1,senior buyer,10+ years,MORTGAGE,65000,Source Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1298,168.43,B,B5,Consultant,2 years,RENT,80000,Not Verified,Dec-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.1447,206.44,C,C2,Manager,10+ years,RENT,55000,Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.1614,352.27,C,C4,,< 1 year,MORTGAGE,90000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1614,487.86,C,C4,Sales,10+ years,MORTGAGE,30000,Source Verified,Dec-18,Current,n,other
22650,22650,22650,36 months,0.1072,738.54,B,B2,President,7 years,MORTGAGE,145000,Not Verified,Dec-18,Current,n,home_improvement
24000,24000,24000,36 months,0.1033,778.14,B,B1,Maintenance Manager,10+ years,MORTGAGE,100000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1131,328.86,B,B3,Nurse technician,2 years,OWN,35000,Not Verified,Dec-18,Current,n,debt_consolidation
4000,4000,4000,36 months,0.1894,146.51,D,D2,Math Instructor,< 1 year,MORTGAGE,37000,Not Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,36 months,0.1502,1040.26,C,C3,Firefighter ,10+ years,RENT,90000,Verified,Dec-18,Fully Paid,n,debt_consolidation
11000,11000,11000,36 months,0.1614,387.49,C,C4,Senior Area Sales Manager,3 years,MORTGAGE,240000,Not Verified,Dec-18,Current,n,debt_consolidation
24000,24000,24000,60 months,0.1356,552.98,C,C1,Director of reinsurance ,10+ years,MORTGAGE,125000,Source Verified,Dec-18,Current,n,credit_card
3000,3000,3000,36 months,0.1502,104.03,C,C3,Banker ,4 years,MORTGAGE,60000,Source Verified,Dec-18,Current,n,home_improvement
22400,22400,22400,60 months,0.1614,546.4,C,C4,Paramedic/ Fire Fighter,10+ years,OWN,56000,Source Verified,Dec-18,Current,n,credit_card
8000,8000,8000,36 months,0.1447,275.26,C,C2,Warehouse Associates,4 years,RENT,42300,Not Verified,Dec-18,Current,n,credit_card
10250,10250,10250,36 months,0.1072,334.22,B,B2,Teacher,10+ years,MORTGAGE,96000,Not Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,60 months,0.2235,333.82,D,D5,Header operator ,< 1 year,OWN,65000,Source Verified,Dec-18,Current,n,credit_card
27000,27000,27000,60 months,0.1502,642.62,C,C3,Supervisor ,10+ years,MORTGAGE,45000,Source Verified,Dec-18,Current,n,debt_consolidation
24000,24000,24000,36 months,0.1992,890.95,D,D3,overnight supervisor,7 years,RENT,30000,Verified,Dec-18,Current,n,credit_card
7000,7000,7000,36 months,0.1298,235.8,B,B5,Worship Director,4 years,MORTGAGE,102500,Not Verified,Dec-18,Current,n,house
25000,25000,25000,60 months,0.1691,620.11,C,C5,Processor ,10+ years,MORTGAGE,23878,Not Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,60 months,0.2089,431.87,D,D4,Neonatal Nurse Practitioner,4 years,MORTGAGE,120000,Not Verified,Dec-18,Current,n,credit_card
13000,13000,13000,60 months,0.1447,305.67,C,C2,Stationary Engineer,10+ years,MORTGAGE,75000,Not Verified,Dec-18,Fully Paid,n,debt_consolidation
10000,10000,10000,36 months,0.1356,339.65,C,C1,,< 1 year,MORTGAGE,65000,Not Verified,Dec-18,Current,n,credit_card
13000,13000,13000,36 months,0.1447,447.29,C,C2,Exhibits director,10+ years,MORTGAGE,55000,Verified,Dec-18,Current,n,credit_card
3300,3300,3300,36 months,0.2340,128.44,E,E1,Program Manager,3 years,RENT,49700,Source Verified,Dec-18,Current,n,vacation
20000,20000,20000,60 months,0.1180,442.88,B,B4,,n/a,MORTGAGE,47590,Verified,Dec-18,Current,n,credit_card
3500,3500,3500,36 months,0.2089,131.67,D,D4,Budget & Procurement Specialist,10+ years,RENT,33190,Source Verified,Dec-18,Current,n,credit_card
12000,12000,12000,36 months,0.2631,485.48,E,E4,,5 years,OWN,19000,Not Verified,Dec-18,Current,n,credit_card
4000,4000,4000,36 months,0.1894,146.51,D,D2,IT Supervisor,10+ years,MORTGAGE,92000,Source Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.1614,731.78,C,C4,Mechanic,10+ years,MORTGAGE,57250,Not Verified,Dec-18,Current,n,debt_consolidation
5550,5550,5550,36 months,0.1502,192.45,C,C3,Director COE,10+ years,MORTGAGE,152500,Not Verified,Dec-18,Current,n,credit_card
2000,2000,2000,36 months,0.1797,72.28,D,D1,Account Manager,4 years,RENT,51000,Source Verified,Dec-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.1356,203.79,C,C1,Assistant Director,10+ years,RENT,65000,Source Verified,Dec-18,Current,n,credit_card
5000,5000,5000,36 months,0.1797,180.69,D,D1,Legal Assistant III,10+ years,MORTGAGE,53580,Source Verified,Dec-18,Current,n,debt_consolidation
6500,6500,6500,36 months,0.1072,211.95,B,B2,Dealer ,< 1 year,RENT,50000,Not Verified,Dec-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.1072,260.86,B,B2,Goldsmith,2 years,RENT,95000,Not Verified,Dec-18,Current,n,credit_card
25000,25000,25000,36 months,0.1691,890.2,C,C5,OFFICE MANAGER,10+ years,RENT,95000,Source Verified,Dec-18,Current,n,debt_consolidation
21000,21000,21000,60 months,0.1502,499.81,C,C3,Lpn,5 years,OWN,50000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1447,344.07,C,C2,Teacher ,10+ years,RENT,47000,Source Verified,Dec-18,Current,n,credit_card
7500,7500,7500,36 months,0.1614,264.2,C,C4,lab tech,10+ years,OWN,50000,Source Verified,Dec-18,Current,n,home_improvement
30000,30000,30000,36 months,0.1691,1068.24,C,C5,customer service,10+ years,RENT,40000,Verified,Dec-18,Fully Paid,n,debt_consolidation
3775,3775,3775,36 months,0.1356,128.22,C,C1,,n/a,OWN,5000,Source Verified,Dec-18,Current,n,home_improvement
5600,5600,5600,36 months,0.1131,184.17,B,B3,,n/a,RENT,20166,Not Verified,Dec-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.1614,211.36,C,C4,Facility Maintenance Tech,3 years,RENT,40000,Source Verified,Dec-18,Current,n,other
16000,16000,16000,36 months,0.1502,554.81,C,C3,Plumber,4 years,OWN,50000,Source Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1614,528.4,C,C4,asst.mgr,3 years,RENT,60000,Source Verified,Dec-18,Current,n,credit_card
21000,21000,21000,60 months,0.1502,499.81,C,C3,Police Captain,10+ years,RENT,109000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1033,324.23,B,B1,Sonographer ,< 1 year,MORTGAGE,65000,Not Verified,Dec-18,Current,n,debt_consolidation
4000,4000,4000,36 months,0.1894,146.51,D,D2,LEA Technician,1 year,RENT,57600,Not Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,36 months,0.1691,1068.24,C,C5,Mechanic,10+ years,RENT,85000,Source Verified,Dec-18,Current,n,credit_card
6600,6600,6600,36 months,0.0819,207.4,A,A4,,n/a,MORTGAGE,95000,Not Verified,Dec-18,Current,n,debt_consolidation
20300,20300,20300,60 months,0.1033,434.62,B,B1,Service Advisor,2 years,MORTGAGE,185000,Not Verified,Dec-18,Current,n,other
5000,5000,5000,36 months,0.1072,163.04,B,B2,GM,10+ years,RENT,72000,Not Verified,Dec-18,Current,n,debt_consolidation
1300,1300,1300,36 months,0.0756,40.48,A,A3,Language Director,2 years,MORTGAGE,80000,Not Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.0881,317.12,A,A5,Research Team Manager,6 years,RENT,62000,Source Verified,Dec-18,Current,n,credit_card
6000,6000,5975,36 months,0.0702,185.32,A,A2,Mutual Funds Administrator,8 years,MORTGAGE,65000,Not Verified,Dec-18,Current,n,other
10000,10000,10000,36 months,0.1180,331.19,B,B4,Carpenter ,7 years,MORTGAGE,80000,Not Verified,Dec-18,Current,n,debt_consolidation
36000,36000,36000,60 months,0.1180,797.17,B,B4,Teacher,10+ years,MORTGAGE,90000,Source Verified,Dec-18,Current,n,credit_card
16000,16000,16000,36 months,0.1033,518.76,B,B1,Translator/linguistic ,4 years,MORTGAGE,65000,Source Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,60 months,0.2235,445.1,D,D5,Teacher,5 years,MORTGAGE,138300,Not Verified,Dec-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.1131,263.09,B,B3,Service Tech,4 years,MORTGAGE,60000,Not Verified,Dec-18,Current,n,credit_card
16000,16000,16000,36 months,0.0881,507.39,A,A5,Engineer,5 years,MORTGAGE,94000,Not Verified,Dec-18,Current,n,credit_card
7000,7000,7000,36 months,0.2089,263.34,D,D4,,n/a,MORTGAGE,65000,Not Verified,Dec-18,Current,n,home_improvement
2200,2200,2200,36 months,0.1992,81.68,D,D3,Teller ,< 1 year,OWN,30000,Source Verified,Dec-18,Current,n,debt_consolidation
7000,7000,7000,36 months,0.1356,237.76,C,C1,Personal Trainer,1 year,RENT,30000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1502,476.01,C,C3,Financial Center Manager ,6 years,RENT,80000,Source Verified,Dec-18,Current,n,debt_consolidation
2500,2500,2475,36 months,0.1356,84.92,C,C1,Manager,5 years,RENT,42000,Not Verified,Dec-18,Fully Paid,n,other
5000,5000,5000,36 months,0.1072,163.04,B,B2,sheet metal worker,10+ years,RENT,50000,Source Verified,Dec-18,Current,n,renewable_energy
6000,6000,6000,36 months,0.0819,188.55,A,A4,Collector,6 years,RENT,39000,Source Verified,Dec-18,Current,n,debt_consolidation
4500,4500,4500,36 months,0.1180,149.04,B,B4,IT Specialist,10+ years,MORTGAGE,98650,Source Verified,Dec-18,Current,n,other
14000,14000,14000,36 months,0.1447,481.69,C,C2,Rad tech,10+ years,MORTGAGE,36000,Not Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.1356,339.65,C,C1,Operations Manager,4 years,MORTGAGE,125000,Not Verified,Dec-18,Current,n,home_improvement
8000,8000,8000,36 months,0.0881,253.7,A,A5,Bartender,3 years,MORTGAGE,55000,Not Verified,Dec-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.0819,251.4,A,A4,Management,10+ years,MORTGAGE,100000,Source Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,36 months,0.0756,934.02,A,A3,Licensed Clinical Psychologist,7 years,MORTGAGE,155000,Not Verified,Dec-18,Current,n,credit_card
5000,5000,5000,36 months,0.1894,183.13,D,D2,Autism para,6 years,MORTGAGE,60000,Not Verified,Dec-18,Current,n,medical
10000,10000,10000,36 months,0.1072,326.07,B,B2,Registered Nurse,3 years,MORTGAGE,150000,Source Verified,Dec-18,Current,n,credit_card
17425,17425,17425,36 months,0.2089,655.51,D,D4,Controller,10+ years,RENT,109000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1447,344.07,C,C2,,< 1 year,OWN,60000,Not Verified,Dec-18,Current,n,other
2000,2000,2000,36 months,0.1691,71.22,C,C5,Event Manager ,4 years,MORTGAGE,71000,Source Verified,Dec-18,Fully Paid,n,credit_card
5100,5100,5100,36 months,0.0702,157.52,A,A2,Administration Security,10+ years,MORTGAGE,76000,Not Verified,Dec-18,Current,n,credit_card
4000,4000,4000,36 months,0.1614,140.91,C,C4,Teacher,10+ years,MORTGAGE,64000,Not Verified,Dec-18,Current,n,medical
15000,15000,15000,36 months,0.0819,471.37,A,A4,IT Manager,10+ years,MORTGAGE,92584,Not Verified,Dec-18,Current,n,credit_card
35000,35000,35000,60 months,0.1894,906.77,D,D2,administrative clerk,10+ years,RENT,90000,Verified,Dec-18,Current,n,other
21000,21000,21000,60 months,0.2235,584.19,D,D5,UC Engineer,3 years,MORTGAGE,99000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1033,324.23,B,B1,IT Compliance Analyst,2 years,RENT,96000,Not Verified,Dec-18,Current,n,debt_consolidation
18000,18000,18000,36 months,0.1447,619.32,C,C2,sales,10+ years,MORTGAGE,63000,Source Verified,Dec-18,Current,n,debt_consolidation
7000,7000,7000,36 months,0.1298,235.8,B,B5,HR Assistant,2 years,MORTGAGE,51000,Not Verified,Dec-18,Current,n,credit_card
15000,15000,15000,60 months,0.1894,388.62,D,D2,Teacher,10+ years,MORTGAGE,165000,Source Verified,Dec-18,Current,n,debt_consolidation
4500,4500,4500,36 months,0.1033,145.91,B,B1,CPA,6 years,RENT,72000,Not Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.0646,153.16,A,A1,Director of Rehabilitation ,1 year,MORTGAGE,120000,Not Verified,Dec-18,Current,n,credit_card
3000,3000,2975,36 months,0.0819,94.28,A,A4,Marketing director,10+ years,MORTGAGE,100000,Not Verified,Dec-18,Current,n,home_improvement
8000,8000,8000,36 months,0.1298,269.48,B,B5,autopsy technician,3 years,MORTGAGE,52000,Not Verified,Dec-18,Current,n,debt_consolidation
1000,1000,1000,36 months,0.2340,38.92,E,E1,Deputy City Clerk,4 years,RENT,35000,Source Verified,Dec-18,Current,n,credit_card
5000,5000,5000,36 months,0.1992,185.62,D,D3,Police Officer ,< 1 year,RENT,38200,Source Verified,Dec-18,Current,n,debt_consolidation
35000,35000,35000,60 months,0.2235,973.64,D,D5,ICD Audit and Operations Officer,10+ years,RENT,213000,Not Verified,Dec-18,Current,n,debt_consolidation
6025,6025,6025,36 months,0.1447,207.3,C,C2,Clerk,4 years,RENT,16800,Not Verified,Dec-18,Current,n,credit_card
21600,21600,21600,36 months,0.0819,678.77,A,A4,Streets Engineering Tech,10+ years,MORTGAGE,84200,Not Verified,Dec-18,Current,n,debt_consolidation
5000,5000,4975,36 months,0.0702,154.44,A,A2,E-commerce associate,4 years,RENT,26976,Not Verified,Dec-18,Current,n,debt_consolidation
35000,35000,35000,36 months,0.0819,1099.85,A,A4,"Director, Analytics",10+ years,MORTGAGE,325000,Not Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.0756,311.34,A,A3,office work,10+ years,OWN,44000,Not Verified,Dec-18,Current,n,home_improvement
35000,35000,35000,60 months,0.1797,888.2,D,D1,Project Manager,3 years,MORTGAGE,72000,Not Verified,Dec-18,Current,n,home_improvement
4000,4000,4000,36 months,0.0702,123.55,A,A2,Lead Pastor,10+ years,OWN,60000,Not Verified,Dec-18,Current,n,other
10000,10000,10000,36 months,0.0881,317.12,A,A5,Supervisor,10+ years,RENT,95000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1797,507.55,D,D1,Front office Lead,4 years,RENT,57000,Not Verified,Dec-18,Fully Paid,n,debt_consolidation
22000,22000,22000,60 months,0.1298,500.35,B,B5,Registered Nurse,10+ years,MORTGAGE,152000,Not Verified,Dec-18,Current,n,debt_consolidation
6600,6600,6325,36 months,0.1131,217.05,B,B3,Sewell collision center,10+ years,RENT,45000,Not Verified,Dec-18,Fully Paid,n,credit_card
3000,3000,3000,36 months,0.1502,104.03,C,C3,Manager,5 years,MORTGAGE,95000,Not Verified,Dec-18,Current,n,vacation
15000,15000,15000,36 months,0.0881,475.68,A,A5,Fork lifter,4 years,OWN,25000,Verified,Dec-18,Current,n,credit_card
15000,15000,15000,60 months,0.1356,345.62,C,C1,Lead Technician /Highly Skilled ,2 years,MORTGAGE,70000,Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1502,595.02,C,C3,US Navy Chief Petty Officer,10+ years,MORTGAGE,85000,Source Verified,Dec-18,Current,n,debt_consolidation
40000,40000,40000,36 months,0.0819,1256.97,A,A4,Truck driver ,< 1 year,MORTGAGE,65000,Source Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1614,528.4,C,C4,,< 1 year,OWN,100000,Not Verified,Dec-18,Current,n,major_purchase
16800,16800,16800,60 months,0.1180,372.02,B,B4,Drafter,7 years,MORTGAGE,56000,Not Verified,Dec-18,Current,n,debt_consolidation
13000,13000,13000,36 months,0.0702,401.53,A,A2,Kitchen Worker,8 years,OWN,35000,Source Verified,Dec-18,Current,n,debt_consolidation
31200,31200,31200,60 months,0.1180,690.88,B,B4,Sales ,10+ years,MORTGAGE,105000,Verified,Dec-18,Fully Paid,n,credit_card
25000,25000,25000,60 months,0.1691,620.11,C,C5,HR SPECIALIST,10+ years,MORTGAGE,130000,Source Verified,Dec-18,Current,n,home_improvement
16000,16000,16000,36 months,0.0646,490.1,A,A1,software developer,2 years,RENT,80000,Source Verified,Dec-18,Current,n,credit_card
30800,30800,30800,36 months,0.1131,1012.89,B,B3,Library Information Specialist,10+ years,MORTGAGE,105000,Source Verified,Dec-18,Current,n,credit_card
15000,15000,15000,36 months,0.0702,463.3,A,A2,Teacher,9 years,MORTGAGE,80000,Not Verified,Dec-18,Current,n,credit_card
40000,40000,40000,60 months,0.0819,814.7,A,A4,SERVICE ADVISOR,10+ years,MORTGAGE,99000,Source Verified,Dec-18,Current,n,credit_card
3600,3600,3600,36 months,0.1033,116.73,B,B1,Independent Provider,< 1 year,RENT,26000,Source Verified,Dec-18,Current,n,debt_consolidation
36950,36950,36950,60 months,0.1180,818.21,B,B4,Director of Infrastructure Engineering,1 year,RENT,284000,Not Verified,Dec-18,Current,n,debt_consolidation
1000,1000,1000,36 months,0.2340,38.92,E,E1,HR Director ,3 years,RENT,60000,Source Verified,Dec-18,Fully Paid,n,debt_consolidation
5000,5000,5000,36 months,0.1447,172.04,C,C2,Technician,5 years,MORTGAGE,30000,Source Verified,Dec-18,Current,n,credit_card
19375,19375,19375,36 months,0.1356,658.06,C,C1,banquet server,5 years,MORTGAGE,75000,Not Verified,Dec-18,Current,n,major_purchase
10000,10000,10000,60 months,0.1992,264.5,D,D3,Truck Driver,2 years,RENT,54000,Not Verified,Dec-18,Current,n,debt_consolidation
15450,15450,15450,36 months,0.1180,511.69,B,B4,Chief Information Officer,3 years,MORTGAGE,133600,Not Verified,Dec-18,Fully Paid,n,credit_card
40000,40000,40000,36 months,0.0819,1256.97,A,A4,Branch Manager,2 years,MORTGAGE,100000,Not Verified,Dec-18,Current,n,major_purchase
7500,7500,7500,36 months,0.0702,231.65,A,A2,High School Special Education Teacher,7 years,MORTGAGE,57000,Not Verified,Dec-18,Current,n,debt_consolidation
20500,20500,20500,36 months,0.1072,668.43,B,B2,Senior Technical Writer / Analyst,3 years,RENT,77000,Source Verified,Dec-18,Current,n,credit_card
4500,4500,4500,36 months,0.1992,167.06,D,D3,Human Resources Generalist,< 1 year,MORTGAGE,115800,Not Verified,Dec-18,Current,n,home_improvement
40000,40000,40000,36 months,0.0819,1256.97,A,A4,Handbags Manager,9 years,MORTGAGE,55000,Not Verified,Dec-18,Current,n,debt_consolidation
31000,31000,31000,60 months,0.1691,768.94,C,C5,Senior Project Coordinator,1 year,RENT,52000,Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.2089,539.84,D,D4,laborer,10+ years,RENT,38000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1691,496.09,C,C5,School Director,4 years,RENT,92000,Not Verified,Dec-18,Current,n,debt_consolidation
9000,9000,9000,36 months,0.1072,293.46,B,B2,,n/a,RENT,25400,Not Verified,Dec-18,Current,n,debt_consolidation
24000,24000,24000,36 months,0.0819,754.18,A,A4,Account Manager,6 years,MORTGAGE,338000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0819,314.25,A,A4,Mechanic ,10+ years,MORTGAGE,60000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.1180,221.44,B,B4,Insurance coordinator,9 years,RENT,40000,Not Verified,Dec-18,Current,n,credit_card
12000,12000,12000,36 months,0.0646,367.57,A,A1,Social Studies Teacher,6 years,RENT,38000,Not Verified,Dec-18,Current,n,debt_consolidation
28000,28000,28000,60 months,0.0881,578.66,A,A5,Information and Solutions Analyst,10+ years,MORTGAGE,103939,Verified,Dec-18,Current,n,debt_consolidation
7000,7000,7000,36 months,0.0702,216.21,A,A2,Production Associate,7 years,MORTGAGE,38979,Source Verified,Dec-18,Current,n,debt_consolidation
40000,40000,40000,60 months,0.1072,864.13,B,B2,Practice Manager,6 years,MORTGAGE,65000,Not Verified,Dec-18,Current,n,small_business
